"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18578","Excluir um usuário existente","","Thu May 22 17:26:19 BRT 2025","passed","Thu May 22 17:26:37 BRT 2025","","","",""
"","284","Visualizar dashboard para I-REC","","Thu May 22 17:30:26 BRT 2025","passed","Thu May 22 17:30:27 BRT 2025","","","",""
"","16045","Cancelar processo para adicionar um novo usuário","","Thu May 22 17:24:51 BRT 2025","passed","Thu May 22 17:25:07 BRT 2025","","","",""
"","10686","Exportar dados da diretriz curto prazo apresentados em XLSX","","Thu May 22 17:31:24 BRT 2025","passed","Thu May 22 17:31:35 BRT 2025","","","",""
"","5477","Verificar apresentação do histórico dos dados de diretrizes semanais","","Thu May 22 17:30:33 BRT 2025","passed","Thu May 22 17:30:39 BRT 2025","","","",""
"","6348","O usuário seleciona o modulo Produtos Curto Prazo do menu lateral","","Thu May 22 17:26:54 BRT 2025","passed","Thu May 22 17:27:00 BRT 2025","","","",""
"","13990","Usuário Trading/Portifólio acessa a aplicação excluir","","Thu May 22 17:35:16 BRT 2025","passed","Thu May 22 17:35:30 BRT 2025","","","",""
"","21014","Administrador acessa a aplicação operações Trading/Portifólio","","Thu May 22 17:29:43 BRT 2025","passed","Thu May 22 17:30:04 BRT 2025","","","",""
"","4852","Usuário Trading/Portifólio acessa a aplicação diretrizes","","Thu May 22 17:34:45 BRT 2025","passed","Thu May 22 17:34:50 BRT 2025","","","",""
"","41565","Administrador acessa a aplicação cadastro de usuário com perfis","","Thu May 22 17:28:39 BRT 2025","passed","Thu May 22 17:29:20 BRT 2025","","","",""
"","22505","Cadastro de usuário com e-mail inválido","","Thu May 22 17:32:30 BRT 2025","passed","Thu May 22 17:32:53 BRT 2025","","","",""
"","23056","Administrador acessa a aplicação visualização das telas","","Thu May 22 17:29:20 BRT 2025","passed","Thu May 22 17:29:43 BRT 2025","","","",""
"","15358","Usuário Trading/Portifólio acessa a aplicação editar","","Thu May 22 17:35:01 BRT 2025","passed","Thu May 22 17:35:16 BRT 2025","","","",""
"","27680","Adicionar um novo usuário administrador","","Thu May 22 17:25:07 BRT 2025","passed","Thu May 22 17:25:34 BRT 2025","","","",""
"","22648","Tentativa de acesso não logado","","Thu May 22 17:36:14 BRT 2025","passed","Thu May 22 17:36:36 BRT 2025","","","",""
"","6494","O usuário visualiza dados já cadastrados no módulo","","Thu May 22 17:27:00 BRT 2025","passed","Thu May 22 17:27:07 BRT 2025","","","",""
"","10752","Exportar dados da diretriz I-REC apresentados em XLSX","","Thu May 22 17:31:14 BRT 2025","passed","Thu May 22 17:31:24 BRT 2025","","","",""
"","5065","Usuário Trading/Portifólio acessa a aplicação prêmios padrão","","Thu May 22 17:34:55 BRT 2025","passed","Thu May 22 17:35:00 BRT 2025","","","",""
"","438","Usuário Trading/Portifólio acessa a aplicação visualizar","","Thu May 22 17:35:00 BRT 2025","passed","Thu May 22 17:35:01 BRT 2025","","","",""
"","3281","Visualizar usuários cadastrados","","Thu May 22 17:24:47 BRT 2025","passed","Thu May 22 17:24:51 BRT 2025","","","",""
"","24783","Erro ao tentar cadastrar usuário que já existe","","Thu May 22 17:32:05 BRT 2025","passed","Thu May 22 17:32:30 BRT 2025","","","",""
"","496","Acesso ao menu pelo Administrador","","Thu May 22 17:30:25 BRT 2025","passed","Thu May 22 17:30:25 BRT 2025","","","",""
"","35819","Acesso não logado","","Thu May 22 17:35:38 BRT 2025","failed","Thu May 22 17:36:14 BRT 2025","","","",""
"","25341","Administrador cadastra um novo usuário","","Thu May 22 17:33:33 BRT 2025","passed","Thu May 22 17:33:58 BRT 2025","","","",""
"","5456","Verificar apresentação do histórico dos dados de diretrizes diárias","","Thu May 22 17:30:28 BRT 2025","passed","Thu May 22 17:30:33 BRT 2025","","","",""
"","277","Visualizar dashboard com diretrizes semanais","","Thu May 22 17:30:26 BRT 2025","passed","Thu May 22 17:30:26 BRT 2025","","","",""
"","432","Verificar apresentação dos dados de diretrizes semanais","","Thu May 22 17:30:27 BRT 2025","passed","Thu May 22 17:30:28 BRT 2025","","","",""
"","22068","Campos obrigatórios não preenchidos","","Thu May 22 17:33:10 BRT 2025","passed","Thu May 22 17:33:32 BRT 2025","","","",""
"","725","Exportar dados da diretriz diária apresentados em XLSX","","Thu May 22 17:31:01 BRT 2025","passed","Thu May 22 17:31:02 BRT 2025","","","",""
"","4648","Visualizar prêmios padrões","","Thu May 22 17:31:35 BRT 2025","passed","Thu May 22 17:31:40 BRT 2025","","","",""
"","6408","O usuário acessa o botão para adicionar um novo item","","Thu May 22 17:27:07 BRT 2025","passed","Thu May 22 17:27:13 BRT 2025","","","",""
"","17363","Alteração de dados do usuário com sucesso","","Thu May 22 17:32:53 BRT 2025","passed","Thu May 22 17:33:10 BRT 2025","","","",""
"","272","Visualizar dashboard com diretrizes de curto prazo","","Thu May 22 17:30:27 BRT 2025","passed","Thu May 22 17:30:27 BRT 2025","","","",""
"","469","Verificar apresentação dos dados de diretrizes diárias","","Thu May 22 17:30:27 BRT 2025","passed","Thu May 22 17:30:27 BRT 2025","","","",""
