"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24500","Acesso não logado","","Wed May 21 18:37:31 BRT 2025","broken","Wed May 21 18:37:56 BRT 2025","","","",""
"","22749","Cadastro de usuário com e-mail inválido","","Wed May 21 18:35:40 BRT 2025","passed","Wed May 21 18:36:03 BRT 2025","","","",""
"","22202","Tentativa de acesso não logado","","Wed May 21 18:37:56 BRT 2025","failed","Wed May 21 18:38:18 BRT 2025","","","",""
"","6090","O usuário acessa o botão para adicionar um novo item","","Wed May 21 18:30:40 BRT 2025","passed","Wed May 21 18:30:46 BRT 2025","","","",""
"","277","Visualizar dashboard para I-REC","","Wed May 21 18:34:09 BRT 2025","passed","Wed May 21 18:34:09 BRT 2025","","","",""
"","3168","Usuário autenticado e associado ao perfil","","Wed May 21 18:37:28 BRT 2025","passed","Wed May 21 18:37:31 BRT 2025","","","",""
"","2729","Administrador acessa a tela de usuários","","Wed May 21 18:28:38 BRT 2025","passed","Wed May 21 18:28:41 BRT 2025","","","",""
"","6112","O usuário seleciona o modulo Produtos Curto Prazo do menu lateral","","Wed May 21 18:30:28 BRT 2025","passed","Wed May 21 18:30:34 BRT 2025","","","",""
"","5327","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Wed May 21 18:34:37 BRT 2025","passed","Wed May 21 18:34:42 BRT 2025","","","",""
"","5374","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Wed May 21 18:34:21 BRT 2025","passed","Wed May 21 18:34:26 BRT 2025","","","",""
"","20608","Administrador acessa a aplicação operações módulo Comercial","","Wed May 21 18:33:47 BRT 2025","passed","Wed May 21 18:34:07 BRT 2025","","","",""
"","340","Visualizar dashboard com diretrizes","","Wed May 21 18:34:08 BRT 2025","passed","Wed May 21 18:34:08 BRT 2025","","","",""
"","20875","Administrador acessa a aplicação operações Trading/Portifólio","","Wed May 21 18:33:26 BRT 2025","passed","Wed May 21 18:33:47 BRT 2025","","","",""
"","5312","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Wed May 21 18:34:26 BRT 2025","passed","Wed May 21 18:34:31 BRT 2025","","","",""
"","23315","Administrador acessa a aplicação visualização das telas","","Wed May 21 18:33:02 BRT 2025","passed","Wed May 21 18:33:26 BRT 2025","","","",""
"","4623","Usuário Trading/Portifólio acessa a aplicação prêmios padrão","","Wed May 21 18:38:28 BRT 2025","passed","Wed May 21 18:38:32 BRT 2025","","","",""
"","12964","Alteração de dados do usuário com sucesso","","Wed May 21 18:36:03 BRT 2025","failed","Wed May 21 18:36:16 BRT 2025","","","",""
"","6176","O usuário visualiza dados já cadastrados no módulo","","Wed May 21 18:30:34 BRT 2025","passed","Wed May 21 18:30:40 BRT 2025","","","",""
"","1534","O menu lateral deve estar presente na página","","Wed May 21 18:30:13 BRT 2025","passed","Wed May 21 18:30:14 BRT 2025","","","",""
"","698","Exportar dados da diretriz I-REC apresentados em XLSX","","Wed May 21 18:34:44 BRT 2025","passed","Wed May 21 18:34:45 BRT 2025","","","",""
"","4646","Visualizar prêmios padrões","","Wed May 21 18:34:46 BRT 2025","passed","Wed May 21 18:34:50 BRT 2025","","","",""
"","24794","Administrador tenta cadastrar um usuário já existente","","Wed May 21 18:37:03 BRT 2025","passed","Wed May 21 18:37:28 BRT 2025","","","",""
"","835","Exportar dados da diretriz curto prazo apresentados em XLSX","","Wed May 21 18:34:45 BRT 2025","passed","Wed May 21 18:34:46 BRT 2025","","","",""
"","5309","Verificar apresentação do histórico dos dados de diretrizes semanais","","Wed May 21 18:34:15 BRT 2025","passed","Wed May 21 18:34:21 BRT 2025","","","",""
