"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7490","Cancelar exclusão de um usuário","","Tue May 20 12:42:11 BRT 2025","passed","Tue May 20 12:42:18 BRT 2025","","","",""
"","8925","Editar um usuário existente","","Tue May 20 12:42:02 BRT 2025","passed","Tue May 20 12:42:11 BRT 2025","","","",""
"","5891","Adicionar um novo usuário administrador","","Tue May 20 12:41:56 BRT 2025","passed","Tue May 20 12:42:02 BRT 2025","","","",""
"","2611","Administrador acessa a tela de usuários","","Tue May 20 12:41:45 BRT 2025","passed","Tue May 20 12:41:48 BRT 2025","","","",""
"","7502","Excluir um usuário existente","","Tue May 20 12:42:18 BRT 2025","passed","Tue May 20 12:42:26 BRT 2025","","","",""
"","5226","Cancelar processo para adicionar um novo usuário","","Tue May 20 12:41:50 BRT 2025","passed","Tue May 20 12:41:56 BRT 2025","","","",""
"","2936","Visualizar usuários cadastrados","","Tue May 20 12:41:48 BRT 2025","passed","Tue May 20 12:41:50 BRT 2025","","","",""
