"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5447","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Wed May 21 10:38:46 BRT 2025","passed","Wed May 21 10:38:52 BRT 2025","","","",""
"","5871","Verificar apresentação do histórico dos dados de diretrizes diárias","","Wed May 21 10:38:25 BRT 2025","passed","Wed May 21 10:38:30 BRT 2025","","","",""
"","702","Exportar dados da diretriz Semanal apresentados em XLSX","","Wed May 21 10:38:58 BRT 2025","passed","Wed May 21 10:38:58 BRT 2025","","","",""
"","625","Exportar dados da diretriz I-REC apresentados em XLSX","","Wed May 21 10:38:58 BRT 2025","passed","Wed May 21 10:38:59 BRT 2025","","","",""
"","5382","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Wed May 21 10:38:52 BRT 2025","passed","Wed May 21 10:38:57 BRT 2025","","","",""
"","425","Verificar apresentação dos dados de diretrizes semanais","","Wed May 21 10:38:24 BRT 2025","passed","Wed May 21 10:38:25 BRT 2025","","","",""
"","5408","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Wed May 21 10:38:41 BRT 2025","passed","Wed May 21 10:38:46 BRT 2025","","","",""
"","268","Visualizar dashboard com diretrizes semanais","","Wed May 21 10:38:23 BRT 2025","passed","Wed May 21 10:38:23 BRT 2025","","","",""
"","5242","Verificar apresentação do histórico dos dados de diretrizes semanais","","Wed May 21 10:38:30 BRT 2025","passed","Wed May 21 10:38:36 BRT 2025","","","",""
"","390","Visualizar dashboard com diretrizes","","Wed May 21 10:38:22 BRT 2025","passed","Wed May 21 10:38:23 BRT 2025","","","",""
"","444","Verificar apresentação dos dados de diretrizes diárias","","Wed May 21 10:38:24 BRT 2025","passed","Wed May 21 10:38:24 BRT 2025","","","",""
"","652","Exportar dados da diretriz curto prazo apresentados em XLSX","","Wed May 21 10:38:59 BRT 2025","passed","Wed May 21 10:39:00 BRT 2025","","","",""
"","648","Exportar dados da diretriz diária apresentados em XLSX","","Wed May 21 10:38:57 BRT 2025","passed","Wed May 21 10:38:58 BRT 2025","","","",""
"","289","Visualizar dashboard com diretrizes de curto prazo","","Wed May 21 10:38:23 BRT 2025","passed","Wed May 21 10:38:24 BRT 2025","","","",""
"","4595","Visualizar prêmios padrões","","Wed May 21 10:39:00 BRT 2025","passed","Wed May 21 10:39:04 BRT 2025","","","",""
"","290","Visualizar dashboard para I-REC","","Wed May 21 10:38:23 BRT 2025","passed","Wed May 21 10:38:23 BRT 2025","","","",""
"","5235","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Wed May 21 10:38:36 BRT 2025","passed","Wed May 21 10:38:41 BRT 2025","","","",""
