"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5388","Cancelar processo para adicionar um novo usuário","","Tue May 20 12:16:56 BRT 2025","passed","Tue May 20 12:17:02 BRT 2025","","","",""
"","7560","Excluir um usuário existente","","Tue May 20 12:17:26 BRT 2025","passed","Tue May 20 12:17:34 BRT 2025","","","",""
"","6134","Adicionar um novo usuário administrador","","Tue May 20 12:17:02 BRT 2025","passed","Tue May 20 12:17:08 BRT 2025","","","",""
"","8951","Cancelar exclusão de um usuário","","Tue May 20 12:17:17 BRT 2025","passed","Tue May 20 12:17:26 BRT 2025","","","",""
"","3312","Visualizar usuários cadastrados","","Tue May 20 12:16:53 BRT 2025","passed","Tue May 20 12:16:56 BRT 2025","","","",""
"","2686","Administrador acessa a tela de usuários","","Tue May 20 12:16:50 BRT 2025","passed","Tue May 20 12:16:53 BRT 2025","","","",""
"","9622","Editar um usuário existente","","Tue May 20 12:17:08 BRT 2025","passed","Tue May 20 12:17:17 BRT 2025","","","",""
