"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2812","Exibição de detalhes de produtos inativos","","Thu May 22 18:53:54 BRT 2025","broken","Thu May 22 18:53:57 BRT 2025","","","",""
"","2970","Edição de um produto já cadastrado","","Thu May 22 18:52:04 BRT 2025","broken","Thu May 22 18:52:07 BRT 2025","","","",""
"","12639","Navegação de volta após adicionar um novo produto","","Thu May 22 18:53:23 BRT 2025","failed","Thu May 22 18:53:36 BRT 2025","","","",""
"","12895","Atualização da exibição após edição de um produto","","Thu May 22 18:52:07 BRT 2025","failed","Thu May 22 18:52:20 BRT 2025","","","",""
"","13260","Escolha de submercado durante o cadastro","","Thu May 22 18:55:09 BRT 2025","broken","Thu May 22 18:55:22 BRT 2025","","","",""
"","2782","Direcionamento após cadastro com sucesso","","Thu May 22 18:57:30 BRT 2025","broken","Thu May 22 18:57:33 BRT 2025","","","",""
"","15913","Cadastro de produto de diretriz I-REC com sucesso","","Thu May 22 18:56:34 BRT 2025","broken","Thu May 22 18:56:50 BRT 2025","","","",""
"","13188","Tentativa de escolher um submercado inválido","","Thu May 22 18:55:35 BRT 2025","broken","Thu May 22 18:55:49 BRT 2025","","","",""
"","13294","Escolha de fonte durante o cadastro","","Thu May 22 18:54:56 BRT 2025","broken","Thu May 22 18:55:09 BRT 2025","","","",""
"","12659","Adição de um novo produto para diretrizes diárias e semanais","","Thu May 22 18:51:37 BRT 2025","failed","Thu May 22 18:51:49 BRT 2025","","","",""
"","3101","Adição de um novo produto para diretrizes I-REC","","Thu May 22 18:51:49 BRT 2025","broken","Thu May 22 18:51:52 BRT 2025","","","",""
"","3082","Visualização de produtos cadastrados para diretrizes de curto prazo","","Thu May 22 18:51:34 BRT 2025","broken","Thu May 22 18:51:37 BRT 2025","","","",""
"","13288","Tentativa de escolher um perfil inválido","","Thu May 22 18:55:22 BRT 2025","broken","Thu May 22 18:55:35 BRT 2025","","","",""
"","12716","Cadastro de produto de diretriz I-REC sem preencher campos obrigatórios","","Thu May 22 18:56:50 BRT 2025","failed","Thu May 22 18:57:03 BRT 2025","","","",""
"","13507","Escolha de perfil durante o cadastro","","Thu May 22 18:54:42 BRT 2025","broken","Thu May 22 18:54:56 BRT 2025","","","",""
"","15937","Cadastro de produto com diretriz diária","","Thu May 22 18:56:18 BRT 2025","broken","Thu May 22 18:56:34 BRT 2025","","","",""
"","12946","Visualização de mensagens de erro em campos obrigatórios","","Thu May 22 18:54:12 BRT 2025","failed","Thu May 22 18:54:25 BRT 2025","","","",""
"","12626","Visualização correta do submercado","","Thu May 22 18:53:05 BRT 2025","failed","Thu May 22 18:53:18 BRT 2025","","","",""
"","12673","Visualização de produtos cadastrados para diretrizes I-REC","","Thu May 22 18:51:21 BRT 2025","failed","Thu May 22 18:51:34 BRT 2025","","","",""
"","12901","Exclusão de um produto","","Thu May 22 18:52:49 BRT 2025","failed","Thu May 22 18:53:02 BRT 2025","","","",""
"","12684","Acesso à funcionalidade de edição sem selecionar um produto","","Thu May 22 18:53:57 BRT 2025","failed","Thu May 22 18:54:09 BRT 2025","","","",""
"","3307","Confirmação visual ao excluir um produto","","Thu May 22 18:54:25 BRT 2025","broken","Thu May 22 18:54:28 BRT 2025","","","",""
"","3238","Visualização de produtos cadastrados para diretrizes diárias e semanais","","Thu May 22 18:51:18 BRT 2025","broken","Thu May 22 18:51:21 BRT 2025","","","",""
"","5154","Cadastro de produto de diretriz I-REC com falha no sistema","","Thu May 22 18:57:03 BRT 2025","broken","Thu May 22 18:57:08 BRT 2025","","","",""
"","2887","Verificação da disponibilidade de produtos inativos","","Thu May 22 18:52:47 BRT 2025","broken","Thu May 22 18:52:49 BRT 2025","","","",""
"","2900","Tentativa de exclusão sem confirmação","","Thu May 22 18:53:02 BRT 2025","broken","Thu May 22 18:53:05 BRT 2025","","","",""
"","12823","Cadastro de produto sem preencher campos obrigatórios","","Thu May 22 18:56:05 BRT 2025","failed","Thu May 22 18:56:18 BRT 2025","","","",""
"","15339","Cadastro de um produto com sucesso","","Thu May 22 18:57:09 BRT 2025","broken","Thu May 22 18:57:24 BRT 2025","","","",""
"","13599","Inativação de um produto","","Thu May 22 18:52:20 BRT 2025","failed","Thu May 22 18:52:34 BRT 2025","","","",""
"","12722","Visualização da lista de produtos após inativação","","Thu May 22 18:52:34 BRT 2025","failed","Thu May 22 18:52:47 BRT 2025","","","",""
"","4706","Cadastro com campos preenchidos parcialmente","","Thu May 22 18:57:25 BRT 2025","broken","Thu May 22 18:57:30 BRT 2025","","","",""
"","5247","Erro na adição de um produto","","Thu May 22 18:53:36 BRT 2025","broken","Thu May 22 18:53:41 BRT 2025","","","",""
"","5299","Adição de produto com dados válidos","","Thu May 22 18:53:18 BRT 2025","broken","Thu May 22 18:53:23 BRT 2025","","","",""
"","1623","Cadastro sem preenchimento de campos obrigatórios","","Thu May 22 18:57:24 BRT 2025","broken","Thu May 22 18:57:25 BRT 2025","","","",""
"","2768","Atualização de status em produtos","","Thu May 22 18:54:09 BRT 2025","broken","Thu May 22 18:54:12 BRT 2025","","","",""
"","12758","Verificação da navegação entre telas","","Thu May 22 18:53:41 BRT 2025","failed","Thu May 22 18:53:54 BRT 2025","","","",""
"","15629","Cadastro de produto com sucesso","","Thu May 22 18:55:50 BRT 2025","broken","Thu May 22 18:56:05 BRT 2025","","","",""
"","13018","Efeito de filtro na tela de produtos","","Thu May 22 18:54:28 BRT 2025","failed","Thu May 22 18:54:41 BRT 2025","","","",""
"","11907","Adição de um novo produto para diretrizes de curto prazo","","Thu May 22 18:51:52 BRT 2025","failed","Thu May 22 18:52:04 BRT 2025","","","",""
