"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"11","","13","Tela de Produtos","0","0","","0"
"5","","0","Cadastro de Usuários com Perfil, Fonte e Submercado","0","0","","0"
"4","","0","Tela cadastro de diretrizes curto prazo","0","0","","0"
"2","","1","Tela cadastro de produtos I-REC","0","0","","0"
"2","","1","Tela cadastro de produtos diaria/semanal","0","0","","0"
