"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","845","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Tue May 20 14:24:39 BRT 2025","failed","Tue May 20 14:24:39 BRT 2025","","","",""
"","5369","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Tue May 20 14:24:40 BRT 2025","passed","Tue May 20 14:24:45 BRT 2025","","","",""
"","473","Visualizar prêmios padrões","","Tue May 20 14:24:49 BRT 2025","passed","Tue May 20 14:24:50 BRT 2025","","","",""
"","293","Visualizar dashboard com diretrizes semanais","","Tue May 20 14:24:24 BRT 2025","passed","Tue May 20 14:24:25 BRT 2025","","","",""
"","5891","Verificar apresentação do histórico dos dados de diretrizes diárias","","Tue May 20 14:24:26 BRT 2025","passed","Tue May 20 14:24:32 BRT 2025","","","",""
"","836","Verificar apresentação do histórico dos dados de diretrizes semanais","","Tue May 20 14:24:32 BRT 2025","failed","Tue May 20 14:24:33 BRT 2025","","","",""
"","283","Visualizar dashboard com diretrizes de curto prazo","","Tue May 20 14:24:25 BRT 2025","passed","Tue May 20 14:24:25 BRT 2025","","","",""
"","680","Exportar dados da diretriz Semanal apresentados em XLSX","","Tue May 20 14:24:47 BRT 2025","failed","Tue May 20 14:24:48 BRT 2025","","","",""
"","464","Verificar apresentação dos dados de diretrizes diárias","","Tue May 20 14:24:25 BRT 2025","passed","Tue May 20 14:24:26 BRT 2025","","","",""
"","296","Visualizar dashboard para I-REC","","Tue May 20 14:24:25 BRT 2025","passed","Tue May 20 14:24:25 BRT 2025","","","",""
"","465","Verificar apresentação dos dados de diretrizes semanais","","Tue May 20 14:24:26 BRT 2025","passed","Tue May 20 14:24:26 BRT 2025","","","",""
"","1506","Exportar dados da diretriz diária apresentados em XLSX","","Tue May 20 14:24:46 BRT 2025","passed","Tue May 20 14:24:47 BRT 2025","","","",""
"","646","Exportar dados da diretriz I-REC apresentados em XLSX","","Tue May 20 14:24:48 BRT 2025","failed","Tue May 20 14:24:49 BRT 2025","","","",""
"","810","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Tue May 20 14:24:45 BRT 2025","failed","Tue May 20 14:24:46 BRT 2025","","","",""
"","627","Exportar dados da diretriz curto prazo apresentados em XLSX","","Tue May 20 14:24:49 BRT 2025","failed","Tue May 20 14:24:49 BRT 2025","","","",""
"","5879","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Tue May 20 14:24:33 BRT 2025","passed","Tue May 20 14:24:39 BRT 2025","","","",""
"","391","Visualizar dashboard com diretrizes","","Tue May 20 14:24:24 BRT 2025","passed","Tue May 20 14:24:24 BRT 2025","","","",""
