"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26346","Cadastro de usuário com sucesso","","Thu May 22 09:58:37 BRT 2025","passed","Thu May 22 09:59:03 BRT 2025","","","",""
"","617","Acesso ao menu pelo Administrador","","Thu May 22 09:57:48 BRT 2025","passed","Thu May 22 09:57:48 BRT 2025","","","",""
"","314","Visualizar dashboard com diretrizes de curto prazo","","Thu May 22 09:57:50 BRT 2025","passed","Thu May 22 09:57:50 BRT 2025","","","",""
"","965","Exportar dados da diretriz diária apresentados em XLSX","","Thu May 22 09:58:26 BRT 2025","passed","Thu May 22 09:58:27 BRT 2025","","","",""
"","23554","Administrador acessa a aplicação visualização das telas","","Thu May 22 09:56:41 BRT 2025","passed","Thu May 22 09:57:05 BRT 2025","","","",""
"","2640","Administrador acessa a tela de usuários","","Thu May 22 09:46:11 BRT 2025","passed","Thu May 22 09:46:14 BRT 2025","","","",""
"","4725","Usuário Trading/Portifólio acessa a aplicação prêmios padrão","","Thu May 22 10:02:28 BRT 2025","passed","Thu May 22 10:02:33 BRT 2025","","","",""
"","1630","Acesso ao menu pelo Trading/Portifólio","","Thu May 22 10:03:11 BRT 2025","passed","Thu May 22 10:03:13 BRT 2025","","","",""
"","6150","O usuário acessa o botão para adicionar um novo item","","Thu May 22 09:48:22 BRT 2025","passed","Thu May 22 09:48:29 BRT 2025","","","",""
"","5807","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Thu May 22 09:58:09 BRT 2025","passed","Thu May 22 09:58:15 BRT 2025","","","",""
"","5658","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Thu May 22 09:58:20 BRT 2025","passed","Thu May 22 09:58:26 BRT 2025","","","",""
"","18243","Cancelar exclusão de um usuário","","Thu May 22 09:47:19 BRT 2025","passed","Thu May 22 09:47:37 BRT 2025","","","",""
"","19542","Editar um usuário existente","","Thu May 22 09:46:59 BRT 2025","passed","Thu May 22 09:47:19 BRT 2025","","","",""
"","306","Usuário Trading/Portifólio acessa a aplicação prêmios","","Thu May 22 10:03:11 BRT 2025","passed","Thu May 22 10:03:11 BRT 2025","","","",""
"","23441","Campos obrigatórios não preenchidos","","Thu May 22 10:00:10 BRT 2025","passed","Thu May 22 10:00:33 BRT 2025","","","",""
"","5817","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Thu May 22 09:58:15 BRT 2025","passed","Thu May 22 09:58:20 BRT 2025","","","",""
"","4980","Visualizar prêmios padrões","","Thu May 22 09:58:32 BRT 2025","passed","Thu May 22 09:58:37 BRT 2025","","","",""
"","736","Exportar dados da diretriz I-REC apresentados em XLSX","","Thu May 22 09:58:30 BRT 2025","passed","Thu May 22 09:58:31 BRT 2025","","","",""
"","299","Visualizar dashboard com diretrizes semanais","","Thu May 22 09:57:49 BRT 2025","passed","Thu May 22 09:57:49 BRT 2025","","","",""
