"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1312","Limpeza dos campos após cadastro bem-sucedido","","Fri May 23 15:16:18 BRT 2025","passed","Fri May 23 15:16:20 BRT 2025","","","",""
"","18141","Anexação de arquivos durante o cadastro","","Fri May 23 15:15:01 BRT 2025","passed","Fri May 23 15:15:19 BRT 2025","","","",""
"","9342","Salvar nova diretriz com sucesso","","Fri May 23 15:15:19 BRT 2025","passed","Fri May 23 15:15:29 BRT 2025","","","",""
"","8601","Limite de anexos","","Fri May 23 15:15:29 BRT 2025","broken","Fri May 23 15:15:37 BRT 2025","","","",""
"","31790","Cancelamento do cadastro de nova diretriz // não é exibido um modal para confirmar o cancelamento","","Fri May 23 15:15:37 BRT 2025","failed","Fri May 23 15:16:09 BRT 2025","","","",""
"","2443","Data de início da vigência válida","","Fri May 23 15:14:59 BRT 2025","broken","Fri May 23 15:15:01 BRT 2025","","","",""
"","9175","Visualização de mensagem de sucesso ao anexar arquivos","","Fri May 23 15:16:09 BRT 2025","passed","Fri May 23 15:16:18 BRT 2025","","","",""
"","4840","Acesso à tela de cadastro de nova diretriz","","Fri May 23 15:14:50 BRT 2025","passed","Fri May 23 15:14:55 BRT 2025","","","",""
"","4033","Exibição dos produtos cadastrados na tela de cadastro","","Fri May 23 15:14:55 BRT 2025","passed","Fri May 23 15:14:59 BRT 2025","","","",""
