"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20936","Administrador acessa a aplicação operações Trading/Portifólio","","Wed May 21 19:00:12 BRT 2025","passed","Wed May 21 19:00:33 BRT 2025","","","",""
"","671","Exportar dados da diretriz I-REC apresentados em XLSX","","Wed May 21 19:01:31 BRT 2025","passed","Wed May 21 19:01:32 BRT 2025","","","",""
"","41085","Enviar um arquivo de evidências com sucesso ao cadastrar a diretriz Curto Prazo","","Wed May 21 18:57:33 BRT 2025","failed","Wed May 21 18:58:14 BRT 2025","","","",""
"","24474","Administrador tenta cadastrar um usuário já existente","","Wed May 21 19:03:54 BRT 2025","passed","Wed May 21 19:04:19 BRT 2025","","","",""
"","18032","Excluir um usuário existente","","Wed May 21 18:56:41 BRT 2025","passed","Wed May 21 18:57:00 BRT 2025","","","",""
"","5543","Verificar apresentação do histórico dos dados de diretrizes diárias","","Wed May 21 19:00:57 BRT 2025","passed","Wed May 21 19:01:02 BRT 2025","","","",""
"","25105","Erro ao tentar cadastrar usuário que já existe","","Wed May 21 19:02:03 BRT 2025","passed","Wed May 21 19:02:28 BRT 2025","","","",""
"","13547","Usuário Trading/Portifólio acessa a aplicação excluir","","Wed May 21 19:06:11 BRT 2025","passed","Wed May 21 19:06:25 BRT 2025","","","",""
"","721","Exportar dados da diretriz curto prazo apresentados em XLSX","","Wed May 21 19:01:32 BRT 2025","passed","Wed May 21 19:01:32 BRT 2025","","","",""
"","277","Visualizar dashboard com diretrizes de curto prazo","","Wed May 21 19:00:55 BRT 2025","passed","Wed May 21 19:00:56 BRT 2025","","","",""
"","41618","Administrador acessa a aplicação cadastro de usuário com perfis","","Wed May 21 18:59:07 BRT 2025","passed","Wed May 21 18:59:49 BRT 2025","","","",""
"","5349","Verificar apresentação do histórico dos dados de diretrizes semanais","","Wed May 21 19:01:02 BRT 2025","passed","Wed May 21 19:01:08 BRT 2025","","","",""
"","20693","Administrador acessa a aplicação operações módulo Comercial","","Wed May 21 19:00:33 BRT 2025","passed","Wed May 21 19:00:54 BRT 2025","","","",""
"","6116","O usuário seleciona o modulo Produtos Curto Prazo do menu lateral","","Wed May 21 18:57:15 BRT 2025","passed","Wed May 21 18:57:21 BRT 2025","","","",""
"","6189","O usuário acessa o botão para adicionar um novo item","","Wed May 21 18:57:27 BRT 2025","passed","Wed May 21 18:57:33 BRT 2025","","","",""
"","673","Exportar dados da diretriz diária apresentados em XLSX","","Wed May 21 19:01:29 BRT 2025","passed","Wed May 21 19:01:29 BRT 2025","","","",""
"","15794","Cancelar processo para adicionar um novo usuário","","Wed May 21 18:55:22 BRT 2025","passed","Wed May 21 18:55:38 BRT 2025","","","",""
"","5245","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Wed May 21 19:01:18 BRT 2025","passed","Wed May 21 19:01:23 BRT 2025","","","",""
"","5344","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Wed May 21 19:01:13 BRT 2025","passed","Wed May 21 19:01:18 BRT 2025","","","",""
"","1205","Acesso ao menu pelo Trading/Portifólio","","Wed May 21 19:06:28 BRT 2025","passed","Wed May 21 19:06:29 BRT 2025","","","",""
"","2703","Administrador acessa a tela de usuários","","Wed May 21 18:55:17 BRT 2025","passed","Wed May 21 18:55:19 BRT 2025","","","",""
"","458","Verificar apresentação dos dados de diretrizes semanais","","Wed May 21 19:00:56 BRT 2025","passed","Wed May 21 19:00:57 BRT 2025","","","",""
"","21807","Cadastro de usuário com e-mail inválido","","Wed May 21 19:02:28 BRT 2025","passed","Wed May 21 19:02:49 BRT 2025","","","",""
"","19443","Editar um usuário existente","","Wed May 21 18:56:04 BRT 2025","passed","Wed May 21 18:56:24 BRT 2025","","","",""
"","6098","O usuário visualiza dados já cadastrados no módulo","","Wed May 21 18:57:21 BRT 2025","passed","Wed May 21 18:57:27 BRT 2025","","","",""
"","27797","Consultar um arquivo de evidências com sucesso","","Wed May 21 18:58:14 BRT 2025","passed","Wed May 21 18:58:42 BRT 2025","","","",""
"","4593","Usuário Trading/Portifólio acessa a aplicação prêmio de proposta de diretrizes","","Wed May 21 19:05:14 BRT 2025","passed","Wed May 21 19:05:19 BRT 2025","","","",""
"","47284","Usuário Trading/Portifólio acessa a aplicação editar","","Wed May 21 19:05:24 BRT 2025","passed","Wed May 21 19:06:11 BRT 2025","","","",""
"","471","Acesso ao menu pelo Administrador","","Wed May 21 19:00:54 BRT 2025","passed","Wed May 21 19:00:54 BRT 2025","","","",""
"","17600","Cancelar exclusão de um usuário","","Wed May 21 18:56:24 BRT 2025","passed","Wed May 21 18:56:41 BRT 2025","","","",""
"","24731","Administrador cadastra um novo usuário","","Wed May 21 19:03:30 BRT 2025","passed","Wed May 21 19:03:54 BRT 2025","","","",""
"","17376","Alteração de dados do usuário com sucesso","","Wed May 21 19:02:49 BRT 2025","passed","Wed May 21 19:03:07 BRT 2025","","","",""
"","24934","Cadastro de usuário com sucesso","","Wed May 21 19:01:38 BRT 2025","passed","Wed May 21 19:02:03 BRT 2025","","","",""
"","3196","Usuário Trading/Portifólio acessa a aplicação criar dados","","Wed May 21 19:06:25 BRT 2025","passed","Wed May 21 19:06:28 BRT 2025","","","",""
"","4607","Visualizar prêmios padrões","","Wed May 21 19:01:32 BRT 2025","passed","Wed May 21 19:01:37 BRT 2025","","","",""
"","3217","Usuário autenticado e associado ao perfil","","Wed May 21 19:04:19 BRT 2025","passed","Wed May 21 19:04:22 BRT 2025","","","",""
"","4589","Usuário Trading/Portifólio acessa a aplicação diretrizes","","Wed May 21 19:05:09 BRT 2025","passed","Wed May 21 19:05:14 BRT 2025","","","",""
"","21890","Tentativa de acesso não logado","","Wed May 21 19:04:47 BRT 2025","failed","Wed May 21 19:05:09 BRT 2025","","","",""
"","1621","Exportar dados da diretriz Semanal apresentados em XLSX","","Wed May 21 19:01:29 BRT 2025","passed","Wed May 21 19:01:31 BRT 2025","","","",""
"","5319","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Wed May 21 19:01:08 BRT 2025","passed","Wed May 21 19:01:13 BRT 2025","","","",""
"","5336","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Wed May 21 19:01:23 BRT 2025","passed","Wed May 21 19:01:29 BRT 2025","","","",""
"","6548","O usuário seleciona o modulo Produtos Semanal Diario do menu lateral","","Wed May 21 18:57:01 BRT 2025","passed","Wed May 21 18:57:08 BRT 2025","","","",""
"","257","Visualizar dashboard com diretrizes semanais","","Wed May 21 19:00:55 BRT 2025","passed","Wed May 21 19:00:55 BRT 2025","","","",""
"","315","Usuário Trading/Portifólio acessa a aplicação prêmios","","Wed May 21 19:06:28 BRT 2025","passed","Wed May 21 19:06:28 BRT 2025","","","",""
"","24624","Consultar um arquivo que não existe","","Wed May 21 18:58:42 BRT 2025","passed","Wed May 21 18:59:07 BRT 2025","","","",""
"","26336","Adicionar um novo usuário administrador","","Wed May 21 18:55:38 BRT 2025","passed","Wed May 21 18:56:04 BRT 2025","","","",""
"","1538","O menu lateral deve estar presente na página","","Wed May 21 18:57:00 BRT 2025","passed","Wed May 21 18:57:01 BRT 2025","","","",""
"","372","Visualizar dashboard com diretrizes","","Wed May 21 19:00:55 BRT 2025","passed","Wed May 21 19:00:55 BRT 2025","","","",""
"","22222","Campos obrigatórios não preenchidos","","Wed May 21 19:03:07 BRT 2025","passed","Wed May 21 19:03:29 BRT 2025","","","",""
"","23351","Administrador acessa a aplicação visualização das telas","","Wed May 21 18:59:49 BRT 2025","passed","Wed May 21 19:00:12 BRT 2025","","","",""
"","448","Verificar apresentação dos dados de diretrizes diárias","","Wed May 21 19:00:56 BRT 2025","passed","Wed May 21 19:00:56 BRT 2025","","","",""
"","6598","O usuário seleciona o modulo Produtos IREC do menu lateral","","Wed May 21 18:57:08 BRT 2025","passed","Wed May 21 18:57:15 BRT 2025","","","",""
"","288","Visualizar dashboard para I-REC","","Wed May 21 19:00:55 BRT 2025","passed","Wed May 21 19:00:55 BRT 2025","","","",""
"","4638","Usuário Trading/Portifólio acessa a aplicação prêmios padrão","","Wed May 21 19:05:19 BRT 2025","passed","Wed May 21 19:05:23 BRT 2025","","","",""
"","2937","Visualizar usuários cadastrados","","Wed May 21 18:55:19 BRT 2025","passed","Wed May 21 18:55:22 BRT 2025","","","",""
"","404","Usuário Trading/Portifólio acessa a aplicação visualizar","","Wed May 21 19:05:23 BRT 2025","passed","Wed May 21 19:05:24 BRT 2025","","","",""
"","24952","Acesso não logado","","Wed May 21 19:04:22 BRT 2025","broken","Wed May 21 19:04:47 BRT 2025","","","",""
