"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","386","Visualizar dashboard com diretrizes","","Wed May 21 10:43:44 BRT 2025","passed","Wed May 21 10:43:44 BRT 2025","","","",""
"","287","Visualizar dashboard com diretrizes de curto prazo","","Wed May 21 10:43:45 BRT 2025","passed","Wed May 21 10:43:45 BRT 2025","","","",""
"","6721","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Wed May 21 10:44:12 BRT 2025","passed","Wed May 21 10:44:19 BRT 2025","","","",""
"","4610","Visualizar prêmios padrões","","Wed May 21 10:44:29 BRT 2025","passed","Wed May 21 10:44:33 BRT 2025","","","",""
"","719","Exportar dados da diretriz curto prazo apresentados em XLSX","","Wed May 21 10:44:28 BRT 2025","passed","Wed May 21 10:44:29 BRT 2025","","","",""
"","303","Visualizar dashboard com diretrizes semanais","","Wed May 21 10:43:44 BRT 2025","passed","Wed May 21 10:43:44 BRT 2025","","","",""
"","2061","Exportar dados da diretriz I-REC apresentados em XLSX","","Wed May 21 10:44:26 BRT 2025","passed","Wed May 21 10:44:28 BRT 2025","","","",""
"","499","Verificar apresentação dos dados de diretrizes diárias","","Wed May 21 10:43:45 BRT 2025","passed","Wed May 21 10:43:45 BRT 2025","","","",""
"","6984","Verificar apresentação do histórico dos dados de diretrizes semanais","","Wed May 21 10:43:52 BRT 2025","passed","Wed May 21 10:43:59 BRT 2025","","","",""
"","428","Verificar apresentação dos dados de diretrizes semanais","","Wed May 21 10:43:45 BRT 2025","passed","Wed May 21 10:43:46 BRT 2025","","","",""
"","726","Exportar dados da diretriz diária apresentados em XLSX","","Wed May 21 10:44:25 BRT 2025","passed","Wed May 21 10:44:25 BRT 2025","","","",""
"","5643","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Wed May 21 10:44:19 BRT 2025","passed","Wed May 21 10:44:25 BRT 2025","","","",""
"","776","Exportar dados da diretriz Semanal apresentados em XLSX","","Wed May 21 10:44:25 BRT 2025","passed","Wed May 21 10:44:26 BRT 2025","","","",""
"","5981","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Wed May 21 10:43:59 BRT 2025","passed","Wed May 21 10:44:05 BRT 2025","","","",""
"","299","Visualizar dashboard para I-REC","","Wed May 21 10:43:44 BRT 2025","passed","Wed May 21 10:43:45 BRT 2025","","","",""
"","7436","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Wed May 21 10:44:05 BRT 2025","passed","Wed May 21 10:44:12 BRT 2025","","","",""
"","5920","Verificar apresentação do histórico dos dados de diretrizes diárias","","Wed May 21 10:43:46 BRT 2025","passed","Wed May 21 10:43:52 BRT 2025","","","",""
