"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23346","Administrador acessa a aplicação visualização das telas","","Fri May 23 17:48:06 BRT 2025","passed","Fri May 23 17:48:29 BRT 2025","","","",""
"","24997","Administrador cadastra um novo usuário","","Fri May 23 17:52:22 BRT 2025","passed","Fri May 23 17:52:47 BRT 2025","","","",""
"","3778","Validação de campos obrigatórios ao cadastrar nova diretriz","","Fri May 23 17:42:09 BRT 2025","passed","Fri May 23 17:42:13 BRT 2025","","","",""
"","342","Usuário Trading/Portifólio acessa a aplicação prêmios","","Fri May 23 17:54:02 BRT 2025","passed","Fri May 23 17:54:02 BRT 2025","","","",""
"","308","Visualizar dashboard com diretrizes de curto prazo","","Fri May 23 17:49:14 BRT 2025","passed","Fri May 23 17:49:14 BRT 2025","","","",""
"","1691","O menu lateral deve estar presente na página","","Fri May 23 17:45:27 BRT 2025","passed","Fri May 23 17:45:29 BRT 2025","","","",""
"","11968","Exportar dados da diretriz Semanal apresentados em XLSX","","Fri May 23 17:49:50 BRT 2025","passed","Fri May 23 17:50:02 BRT 2025","","","",""
"","6485","O usuário visualiza dados já cadastrados no módulo","","Fri May 23 17:45:48 BRT 2025","passed","Fri May 23 17:45:55 BRT 2025","","","",""
"","3527","Campo de preço obrigatório","","Fri May 23 17:42:48 BRT 2025","passed","Fri May 23 17:42:52 BRT 2025","","","",""
"","16707","Anexação de arquivos durante o cadastro","","Fri May 23 17:41:23 BRT 2025","passed","Fri May 23 17:41:39 BRT 2025","","","",""
"","41468","Administrador acessa a aplicação cadastro de usuário com perfis","","Fri May 23 17:47:24 BRT 2025","passed","Fri May 23 17:48:06 BRT 2025","","","",""
"","26743","Adicionar um novo usuário administrador","","Fri May 23 17:44:04 BRT 2025","passed","Fri May 23 17:44:31 BRT 2025","","","",""
"","6202","Cadastro de uma nova diretriz I-REC","","Fri May 23 17:41:07 BRT 2025","passed","Fri May 23 17:41:13 BRT 2025","","","",""
"","1767","Mantendo diretrizes invalidas para histórico","","Fri May 23 17:41:19 BRT 2025","passed","Fri May 23 17:41:21 BRT 2025","","","",""
"","9137","Limite de anexos","","Fri May 23 17:42:52 BRT 2025","passed","Fri May 23 17:43:01 BRT 2025","","","",""
"","10804","Exportar dados da diretriz curto prazo apresentados em XLSX","","Fri May 23 17:50:12 BRT 2025","passed","Fri May 23 17:50:23 BRT 2025","","","",""
"","3401","Exibição de data de vigência da diretriz","","Fri May 23 17:41:39 BRT 2025","passed","Fri May 23 17:41:43 BRT 2025","","","",""
"","15261","Usuário Trading/Portifólio acessa a aplicação editar","","Fri May 23 17:53:30 BRT 2025","passed","Fri May 23 17:53:46 BRT 2025","","","",""
"","25003","Erro ao tentar cadastrar usuário que já existe","","Fri May 23 17:50:53 BRT 2025","passed","Fri May 23 17:51:18 BRT 2025","","","",""
"","5676","Verificar apresentação do histórico dos dados de diretrizes diárias","","Fri May 23 17:49:15 BRT 2025","passed","Fri May 23 17:49:21 BRT 2025","","","",""
"","4670","Usuário Trading/Portifólio acessa a aplicação prêmio de proposta de diretrizes","","Fri May 23 17:53:21 BRT 2025","passed","Fri May 23 17:53:25 BRT 2025","","","",""
"","6249","O usuário acessa o botão para adicionar um novo item","","Fri May 23 17:45:55 BRT 2025","passed","Fri May 23 17:46:01 BRT 2025","","","",""
"","1390","Limpeza dos campos após cadastro bem-sucedido","","Fri May 23 17:43:40 BRT 2025","passed","Fri May 23 17:43:41 BRT 2025","","","",""
"","5823","Verificar apresentação do histórico dos dados de diretrizes semanais","","Fri May 23 17:49:21 BRT 2025","passed","Fri May 23 17:49:27 BRT 2025","","","",""
"","6796","O usuário seleciona o modulo Produtos IREC do menu lateral","","Fri May 23 17:45:36 BRT 2025","passed","Fri May 23 17:45:42 BRT 2025","","","",""
"","17794","Alteração de dados do usuário com sucesso","","Fri May 23 17:51:41 BRT 2025","passed","Fri May 23 17:51:59 BRT 2025","","","",""
"","10814","Exportar dados da diretriz I-REC apresentados em XLSX","","Fri May 23 17:50:02 BRT 2025","passed","Fri May 23 17:50:12 BRT 2025","","","",""
"","5500","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Fri May 23 17:49:27 BRT 2025","passed","Fri May 23 17:49:32 BRT 2025","","","",""
"","24955","Consultar um arquivo que não existe","","Fri May 23 17:46:59 BRT 2025","passed","Fri May 23 17:47:24 BRT 2025","","","",""
"","1755","Mensagem de ausência de diretrizes","","Fri May 23 17:41:43 BRT 2025","passed","Fri May 23 17:41:45 BRT 2025","","","",""
"","21246","Administrador acessa a aplicação operações Trading/Portifólio","","Fri May 23 17:48:29 BRT 2025","passed","Fri May 23 17:48:50 BRT 2025","","","",""
"","19631","Editar um usuário existente","","Fri May 23 17:44:31 BRT 2025","passed","Fri May 23 17:44:50 BRT 2025","","","",""
"","4648","Usuário Trading/Portifólio acessa a aplicação prêmios padrão","","Fri May 23 17:53:25 BRT 2025","passed","Fri May 23 17:53:30 BRT 2025","","","",""
"","1516","Acesso ao menu pelo Trading/Portifólio","","Fri May 23 17:54:02 BRT 2025","passed","Fri May 23 17:54:04 BRT 2025","","","",""
"","3715","Data de início da vigência válida","","Fri May 23 17:42:21 BRT 2025","passed","Fri May 23 17:42:24 BRT 2025","","","",""
"","26300","Tentativa de acesso não logado","","Fri May 23 17:54:30 BRT 2025","passed","Fri May 23 17:54:57 BRT 2025","","","",""
"","3427","Usuário autenticado e associado ao perfil","","Fri May 23 17:53:12 BRT 2025","passed","Fri May 23 17:53:16 BRT 2025","","","",""
"","482","Verificar apresentação dos dados de diretrizes semanais","","Fri May 23 17:49:15 BRT 2025","passed","Fri May 23 17:49:15 BRT 2025","","","",""
"","18059","Cancelar exclusão de um usuário","","Fri May 23 17:44:50 BRT 2025","passed","Fri May 23 17:45:08 BRT 2025","","","",""
"","475","Visualizar dashboard com diretrizes","","Fri May 23 17:49:13 BRT 2025","passed","Fri May 23 17:49:13 BRT 2025","","","",""
"","337","Visualizar dashboard para I-REC","","Fri May 23 17:49:13 BRT 2025","passed","Fri May 23 17:49:14 BRT 2025","","","",""
"","6491","Salvar nova diretriz com sucesso","","Fri May 23 17:42:42 BRT 2025","passed","Fri May 23 17:42:48 BRT 2025","","","",""
"","25456","Administrador tenta cadastrar um usuário já existente","","Fri May 23 17:52:47 BRT 2025","passed","Fri May 23 17:53:12 BRT 2025","","","",""
"","591","Acesso ao menu pelo Administrador","","Fri May 23 17:49:11 BRT 2025","passed","Fri May 23 17:49:12 BRT 2025","","","",""
"","22916","Cadastro de usuário com e-mail inválido","","Fri May 23 17:51:18 BRT 2025","passed","Fri May 23 17:51:41 BRT 2025","","","",""
"","479","Verificar apresentação dos dados de diretrizes diárias","","Fri May 23 17:49:14 BRT 2025","passed","Fri May 23 17:49:15 BRT 2025","","","",""
"","2075","Visualização dos arquivos anexados","","Fri May 23 17:42:07 BRT 2025","passed","Fri May 23 17:42:09 BRT 2025","","","",""
"","17005","Anexação de arquivos durante o cadastro","","Fri May 23 17:41:50 BRT 2025","passed","Fri May 23 17:42:07 BRT 2025","","","",""
"","2847","Administrador acessa a tela de usuários","","Fri May 23 17:43:42 BRT 2025","passed","Fri May 23 17:43:45 BRT 2025","","","",""
"","18106","Excluir um usuário existente","","Fri May 23 17:45:08 BRT 2025","passed","Fri May 23 17:45:26 BRT 2025","","","",""
"","22284","Campos obrigatórios não preenchidos","","Fri May 23 17:51:59 BRT 2025","passed","Fri May 23 17:52:21 BRT 2025","","","",""
"","6886","O usuário seleciona o modulo Produtos Semanal Diario do menu lateral","","Fri May 23 17:45:29 BRT 2025","passed","Fri May 23 17:45:36 BRT 2025","","","",""
