"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4636","Visualizar prêmios padrões","","Thu May 22 16:25:04 BRT 2025","passed","Thu May 22 16:25:08 BRT 2025","","","",""
"","10739","Exportar dados da diretriz curto prazo apresentados em XLSX","","Thu May 22 16:24:53 BRT 2025","passed","Thu May 22 16:25:04 BRT 2025","","","",""
"","5373","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Thu May 22 16:24:19 BRT 2025","passed","Thu May 22 16:24:24 BRT 2025","","","",""
"","5354","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Thu May 22 16:24:13 BRT 2025","passed","Thu May 22 16:24:19 BRT 2025","","","",""
"","557","Verificar apresentação dos dados de diretrizes semanais","","Thu May 22 16:23:56 BRT 2025","passed","Thu May 22 16:23:56 BRT 2025","","","",""
"","5499","Verificar apresentação do histórico dos dados de diretrizes semanais","","Thu May 22 16:24:02 BRT 2025","passed","Thu May 22 16:24:08 BRT 2025","","","",""
"","428","Visualizar dashboard com diretrizes","","Thu May 22 16:23:53 BRT 2025","passed","Thu May 22 16:23:54 BRT 2025","","","",""
"","5560","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Thu May 22 16:24:08 BRT 2025","passed","Thu May 22 16:24:13 BRT 2025","","","",""
"","740","Visualizar dashboard para I-REC","","Thu May 22 16:23:54 BRT 2025","passed","Thu May 22 16:23:55 BRT 2025","","","",""
"","5530","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Thu May 22 16:24:24 BRT 2025","passed","Thu May 22 16:24:30 BRT 2025","","","",""
"","6056","Verificar apresentação do histórico dos dados de diretrizes diárias","","Thu May 22 16:23:56 BRT 2025","passed","Thu May 22 16:24:02 BRT 2025","","","",""
"","524","Verificar apresentação dos dados de diretrizes diárias","","Thu May 22 16:23:55 BRT 2025","passed","Thu May 22 16:23:56 BRT 2025","","","",""
"","385","Visualizar dashboard com diretrizes semanais","","Thu May 22 16:23:54 BRT 2025","passed","Thu May 22 16:23:54 BRT 2025","","","",""
"","11559","Exportar dados da diretriz Semanal apresentados em XLSX","","Thu May 22 16:24:31 BRT 2025","passed","Thu May 22 16:24:42 BRT 2025","","","",""
"","856","Exportar dados da diretriz diária apresentados em XLSX","","Thu May 22 16:24:30 BRT 2025","passed","Thu May 22 16:24:31 BRT 2025","","","",""
"","10736","Exportar dados da diretriz I-REC apresentados em XLSX","","Thu May 22 16:24:42 BRT 2025","passed","Thu May 22 16:24:53 BRT 2025","","","",""
"","438","Visualizar dashboard com diretrizes de curto prazo","","Thu May 22 16:23:55 BRT 2025","passed","Thu May 22 16:23:55 BRT 2025","","","",""
