"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1182","Exportar dados da diretriz I-REC apresentados em XLSX","","Thu May 22 10:33:06 BRT 2025","passed","Thu May 22 10:33:07 BRT 2025","","","",""
"","22250","Cancelar exclusão de um usuário","","Thu May 22 10:27:01 BRT 2025","passed","Thu May 22 10:27:23 BRT 2025","","","",""
"","22561","Campos obrigatórios não preenchidos","","Thu May 22 10:34:55 BRT 2025","passed","Thu May 22 10:35:18 BRT 2025","","","",""
"","1016","Exportar dados da diretriz diária apresentados em XLSX","","Thu May 22 10:33:02 BRT 2025","passed","Thu May 22 10:33:03 BRT 2025","","","",""
"","490","Visualizar dashboard com diretrizes de curto prazo","","Thu May 22 10:32:18 BRT 2025","passed","Thu May 22 10:32:19 BRT 2025","","","",""
"","32981","Adicionar um novo usuário administrador","","Thu May 22 10:26:02 BRT 2025","passed","Thu May 22 10:26:35 BRT 2025","","","",""
"","8837","O usuário visualiza dados já cadastrados no módulo","","Thu May 22 10:28:13 BRT 2025","passed","Thu May 22 10:28:22 BRT 2025","","","",""
"","23831","Excluir um usuário existente","","Thu May 22 10:27:23 BRT 2025","passed","Thu May 22 10:27:47 BRT 2025","","","",""
"","8833","O usuário seleciona o modulo Produtos Semanal Diario do menu lateral","","Thu May 22 10:27:50 BRT 2025","passed","Thu May 22 10:27:59 BRT 2025","","","",""
"","7429","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Thu May 22 10:32:49 BRT 2025","passed","Thu May 22 10:32:56 BRT 2025","","","",""
"","6358","O usuário seleciona o modulo Produtos Curto Prazo do menu lateral","","Thu May 22 10:28:07 BRT 2025","passed","Thu May 22 10:28:13 BRT 2025","","","",""
"","5264","Visualizar prêmios padrões","","Thu May 22 10:33:08 BRT 2025","passed","Thu May 22 10:33:14 BRT 2025","","","",""
