"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1107","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes diárias","","Tue May 20 15:45:34 BRT 2025","failed","Tue May 20 15:45:35 BRT 2025","","","",""
"","1308","Verificar apresentação do histórico dos dados de diretrizes semanais","","Tue May 20 15:45:25 BRT 2025","broken","Tue May 20 15:45:27 BRT 2025","","","",""
"","292","Visualizar dashboard para I-REC","","Tue May 20 15:45:22 BRT 2025","passed","Tue May 20 15:45:23 BRT 2025","","","",""
"","1300","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes diárias","","Tue May 20 15:45:27 BRT 2025","failed","Tue May 20 15:45:28 BRT 2025","","","",""
"","536","Verificar apresentação dos dados de diretrizes diárias","","Tue May 20 15:45:23 BRT 2025","passed","Tue May 20 15:45:23 BRT 2025","","","",""
"","287","Visualizar dashboard com diretrizes semanais","","Tue May 20 15:45:22 BRT 2025","passed","Tue May 20 15:45:22 BRT 2025","","","",""
"","300","Visualizar dashboard com diretrizes de curto prazo","","Tue May 20 15:45:23 BRT 2025","passed","Tue May 20 15:45:23 BRT 2025","","","",""
"","719","Exportar dados da diretriz curto prazo apresentados em XLSX","","Tue May 20 15:45:45 BRT 2025","passed","Tue May 20 15:45:45 BRT 2025","","","",""
"","6284","Verificar apresentação de dados BBCE do histórico dos dados de diretrizes semanais","","Tue May 20 15:45:28 BRT 2025","passed","Tue May 20 15:45:34 BRT 2025","","","",""
"","658","Exportar dados da diretriz diária apresentados em XLSX","","Tue May 20 15:45:42 BRT 2025","passed","Tue May 20 15:45:42 BRT 2025","","","",""
"","1604","Exportar dados da diretriz Semanal apresentados em XLSX","","Tue May 20 15:45:42 BRT 2025","passed","Tue May 20 15:45:44 BRT 2025","","","",""
"","670","Visualizar prêmios padrões","","Tue May 20 15:45:45 BRT 2025","passed","Tue May 20 15:45:46 BRT 2025","","","",""
"","6186","Verificar apresentação de dados DCIDE do histórico dos dados de diretrizes semanais","","Tue May 20 15:45:35 BRT 2025","passed","Tue May 20 15:45:42 BRT 2025","","","",""
"","1409","Verificar apresentação do histórico dos dados de diretrizes diárias","","Tue May 20 15:45:24 BRT 2025","failed","Tue May 20 15:45:25 BRT 2025","","","",""
"","513","Verificar apresentação dos dados de diretrizes semanais","","Tue May 20 15:45:23 BRT 2025","passed","Tue May 20 15:45:24 BRT 2025","","","",""
"","660","Exportar dados da diretriz I-REC apresentados em XLSX","","Tue May 20 15:45:44 BRT 2025","passed","Tue May 20 15:45:44 BRT 2025","","","",""
"","416","Visualizar dashboard com diretrizes","","Tue May 20 15:45:22 BRT 2025","passed","Tue May 20 15:45:22 BRT 2025","","","",""
