"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9077","Editar um usuário existente","","Tue May 20 12:47:32 BRT 2025","passed","Tue May 20 12:47:41 BRT 2025","","","",""
"","5325","Cancelar processo para adicionar um novo usuário","","Tue May 20 12:47:20 BRT 2025","passed","Tue May 20 12:47:26 BRT 2025","","","",""
"","6191","Adicionar um novo usuário administrador","","Tue May 20 12:47:26 BRT 2025","passed","Tue May 20 12:47:32 BRT 2025","","","",""
"","7866","Cancelar exclusão de um usuário","","Tue May 20 12:47:41 BRT 2025","passed","Tue May 20 12:47:49 BRT 2025","","","",""
"","7509","Excluir um usuário existente","","Tue May 20 12:47:49 BRT 2025","passed","Tue May 20 12:47:56 BRT 2025","","","",""
"","2735","Administrador acessa a tela de usuários","","Tue May 20 12:47:14 BRT 2025","passed","Tue May 20 12:47:17 BRT 2025","","","",""
"","3026","Visualizar usuários cadastrados","","Tue May 20 12:47:17 BRT 2025","passed","Tue May 20 12:47:20 BRT 2025","","","",""
